genes,APC1320ko,RKO_CM,RKO_RSPO1mut_CM,WTko,APC1320_CRISPRa,WT_CRISPRa
C1S,-1.160041635,-0.268376078,-0.245563512,0.17211374,0.344635392,-0.088918684
C2,0.12751402,-0.440457461,-0.274476483,-0.41131658,0.746540345,-0.06524511
C20orf144,0.234240017,-0.653061983,0.20149348,-0.072526007,-0.015982132,1.272810398
C20orf173,-0.365248124,0.004315104,0.105751612,0.804024994,-0.55288875,0.301669238
C20orf194,0.377249953,-0.19289563,0.204193451,-0.191326135,-0.049600278,-0.426895603
C20orf196,-0.947700505,0.040168951,0.119514961,0.323504481,-0.316450296,-0.240279949
C20orf197,-0.433933349,-0.338200117,0.045890078,-0.372921384,-0.247173511,0.077631133
C20orf202,0.186860646,-0.210682179,0.237562342,0.081378027,0.025333525,-0.247224575
C20orf203,-0.243168564,-0.522085884,-0.052409784,0.123768837,0.63900793,0.012759579
C20orf24,0.933386164,0.828119868,1.146061162,0.728173512,-0.046457201,0.729069445
C20orf27,0.566583148,-0.200108251,0.213062823,-0.102189129,0.309682678,-0.095870917
C20orf78,0.189510861,-0.546293008,-0.488353576,-0.292392721,-0.322491797,0.036403829
C20orf85,0.370361853,-0.494244502,-0.165040262,-0.419486109,0.24106324,0.2982274
C20orf96,0.099678383,0.462621797,-0.035916575,-0.010834802,-0.306073169,-0.514532497
C21orf140,1.486608497,-0.748285666,-0.401501259,0.204484558,0.596227305,0.533851076
C21orf2,-0.068483696,-0.810045878,-0.658149288,0.222541416,0.08929846,-0.202571292
C21orf33,0.23270613,-0.45872786,-0.176217174,-0.071159831,0.485732016,0.308228124
C21orf58,0.240518109,-0.870627293,-0.053708397,-0.550395611,0.021746825,0.112823717
C21orf59,-0.020088232,-0.780025771,-0.250828269,-0.198309853,0.462765864,0.018268646
C21orf62,0.157799916,-0.572721893,-0.068380125,-0.242768732,-0.640113833,-0.095620895
C21orf91,0.165688532,-0.547648193,0.076169124,-0.107761221,0.131727258,0.211736922
C22orf15,-0.199635178,0.047923101,-0.032044228,0.383223244,-0.06629218,0.421887592
C22orf23,0.048176232,-0.311629394,0.33543643,0.229319477,-0.447249567,0.098535693
C22orf24,0.339463701,0.122589877,0.277587564,-0.510390546,0.413479629,0.544332633
C22orf29,-0.115016074,-0.558428472,0.094552444,-0.089488473,0.396103351,0.020787444
C22orf31,-0.314100426,0.144073457,-0.3643022,0.292744487,1.18423623,0.888897697
C22orf34,-0.061180167,-0.061549548,-0.2253622,-0.579517917,0.590009604,0.240503092
C22orf39,0.419830759,-0.206071327,-0.055792003,0.900419532,1.019939362,0.540923376
C22orf42,0.115852721,-0.378247675,0.006287839,0.250264036,0.983974202,0.451773581
C22orf46,0.106268679,0.228528593,0.28019133,0.016962435,0.049108087,0.243364477
C2CD2,2.839745263,-0.145220906,-0.198322858,-0.26710367,0.223028672,-0.297054199
C2CD2L,0.183360779,0.294066244,0.246814316,0.042771299,-0.44752562,-0.255813319
C2CD3,0.745701254,0.438627134,0.562466356,0.503722978,0.003421581,0.474973595
C2CD4A,-0.284423323,-0.070877604,0.262783895,-0.279760303,0.5290593,0.288235968
C2CD4B,0.15682741,-0.139889683,0.183860758,-0.074485323,-0.131562671,0.792809124
C2CD4C,-0.999416804,-0.868467733,-0.456357186,-0.363766798,0.945672256,0.534571515
C2CD4D,0.322427388,0.139931262,-0.00678431,-0.018457695,-0.670580219,-0.395206726
C2CD5,2.284180866,1.322531073,1.864515624,1.661823615,0.173111494,0.386833581
C2orf15,0.189797494,-0.099553267,0.135957128,0.096514044,0.280136025,0.560272942
C2orf16,0.154319567,0.158643087,0.102142724,-0.330005824,0.287104479,-0.512608104
C2orf27A,-0.188887074,-0.244625935,0.351739811,-1.159884144,-0.252979521,-0.103264239
C2orf27B,-0.978640683,-1.362783261,-1.065721248,-0.64167549,-0.051269764,-0.144016611
C2orf40,0.368781056,0.687629596,-0.037162562,-0.078308726,-0.465749599,-0.533190172
C2orf42,-0.426612878,0.452378114,0.048522031,-0.520384491,-0.428831477,0.000227466
C2orf48,0.328883629,0.044301684,0.080161958,-0.103865982,0.416320456,0.41029567
C2orf49,-0.114527296,0.514404614,-0.026349972,-0.149127258,-0.460325244,-0.278145701
C2orf50,0.154089464,0.28721699,-0.274221012,0.525933711,0.508060532,0.303571871
C2orf54,1.072432473,0.269914042,-0.240814138,-0.066579915,-1.169058078,0.229879861
C2orf66,0.103862596,0.238830442,0.648844126,0.365710608,-0.256457121,-0.812106553
C2orf68,-0.061047374,0.246242054,0.505491636,0.360420342,0.19651219,0.927514477
C2orf69,0.358105524,-0.114075547,0.125144658,0.746922962,0.445154747,1.402037559
C2orf70,-0.220733126,0.067172482,-0.152013326,0.026408976,-0.053162956,-0.145083981
C2orf71,0.425829178,-0.220096247,-0.188922405,0.198309602,0.322029146,0.782979138
C2orf72,-0.179288471,0.315233251,0.397674243,0.268917359,-0.495323959,0.122797002
C2orf73,0.209105201,0.154949137,0.076502166,-0.034544954,-0.461491418,0.260330324
C2orf74,0.675114076,0.147468087,0.439592847,0.364589442,-1.094733656,-0.643940581
C2orf76,0.147533349,0.07922372,0.2324409,0.358696168,-0.248704838,-0.004258917
C2orf78,0.607295632,-0.138014362,0.125792817,0.209322307,-0.792268058,-0.250656733
C2orf80,0.468819874,0.02479585,-0.338117445,-0.009987953,0.899703027,0.57736249
C2orf81,0.240491204,0.004647141,-0.285488318,-0.50490947,0.111879611,-0.552421957
C2orf82,0.434451213,0.06684603,0.135369069,-0.118489843,0.615799243,0.089126875
C2orf83,0.540612985,0.716108992,0.358552054,0.975357769,0.572848706,0.069982459
C2orf88,0.009839857,-0.116240703,-0.012159042,0.172668172,0.336333633,0.226363385
C2orf91,0.349721928,0.392854829,-0.033356321,0.103414839,-0.077799377,0.633815043
C3,0.04344478,-0.25351597,-0.065702843,0.082456275,0.559266616,0.570034864
C3AR1,-0.944235824,-0.703797657,-0.165889628,-0.018318692,-0.123216316,-0.424911968
C3orf14,0.40357733,-0.018226108,-0.220021962,0.276577768,0.189019807,0.092353866
C3orf18,0.459811012,0.23811769,0.591006715,-0.10972945,0.391488166,0.344593292
C3orf20,0.098073116,-0.337413707,0.162281371,-0.135370296,0.16974149,-0.843856913
C3orf22,-0.342216295,0.6359245,-0.155060115,0.095046938,-0.103758274,-0.427709643
C3orf30,0.15020482,0.413842222,-0.303671466,0.290125998,-0.152747651,-0.756971504
C3orf33,0.398789097,0.223410645,-0.219402287,-0.114845121,-0.17754457,-0.122765044
C3orf35,0.069168658,0.165786886,0.201190504,-0.048377126,0.295695214,-0.028307525
C3orf36,-0.196069335,0.236732631,0.169213855,-0.247975169,1.174565672,1.176565171
C3orf38,0.553364104,-0.531420444,0.227253138,0.171973688,0.190336246,0.286118998
C3orf52,0.168967308,-0.156146153,0.161466883,0.26772903,-0.499605253,0.449917642
C3orf56,-0.099595126,0.442105973,0.308891221,-0.087032653,0.307622724,0.190480416
C3orf58,0.307527656,1.3729519,1.76260259,0.255893809,-0.395276481,0.020336544
C3orf62,-0.08088274,0.042119585,0.37391624,0.266136271,0.133072598,0.070951591
C3orf67,0.268379666,0.155636098,-0.145954065,0.117856381,0.218144776,0.309659421
C3orf70,0.025597275,0.160752029,-0.296855345,-0.215811086,0.664143656,0.753493196
C3orf79,-0.442330442,0.091794988,0.29256073,-0.059678131,-0.516548094,0.441414193
C3orf80,-0.519671642,0.428945767,0.15807648,-0.021421555,-0.185256886,-0.136409088
C3orf84,0.093337354,-0.380806127,-0.095286365,0.959610518,0.238518084,0.717649072
C4B,0.042925547,-0.027731119,-0.047522762,0.114839275,-0.144662367,-0.045292121
C4BPA,0.478016043,-0.031145055,0.08012013,-0.150478299,0.218505619,-0.209095433
C4BPB,0.208678731,0.111344751,-0.178148201,0.025239408,0.148823357,0.569735746
C4orf17,0.792966573,0.005570655,0.500720078,-0.104090858,-0.148531162,-0.972589151
C4orf19,0.221191445,-0.16324444,0.282381673,0.623298005,-0.24164062,0.219272355
C4orf22,0.094750328,0.351219904,0.283514249,0.354304474,-0.249273905,0.304912934
C4orf26,-0.326525757,0.249032099,0.042008076,0.719477104,0.080275263,-0.33797669
C4orf3,-0.28692788,0.585435266,0.026548336,-0.105322346,0.420379271,-0.002463584
C4orf32,0.802569406,0.153240231,-0.358136197,0.317931601,-0.22326805,-0.466976094
C4orf33,0.892407304,-0.644433629,0.183918253,-0.544135099,-0.11968085,-0.125837697
C4orf36,0.342905285,-0.059479132,-0.43075478,0.106246178,-0.520755626,0.133514904
C4orf45,0.0406373,-0.564049818,0.410612608,-0.37823415,-0.380596151,-0.025096893
C4orf46,0.234311395,-0.554728568,-0.203600135,-0.225780535,0.395661723,0.758273599
C4orf47,-0.064511366,-0.589236053,0.129456853,-0.185938621,-0.257367083,0.20957984
C4orf48,-0.126403509,-0.014390955,-0.197481368,0.350552466,-0.244417844,-0.164577423
C4orf51,0.105787429,-0.132510637,0.223538465,-0.014091704,0.148516576,-0.545268945
C5,-0.59010197,-0.201007942,-0.391102172,-0.093991663,-0.332114589,0.610392268
C5AR1,0.106138392,0.193091253,0.090003231,0.089650076,-0.219107968,0.173428137
C5AR2,0.225772922,0.939971484,-0.503589552,0.323493625,-0.38382646,-0.034454293
C5orf15,-0.177181367,0.604091785,-0.227361233,-0.216619263,0.447530696,-0.069237262
C5orf22,-0.981238799,-0.708891395,-1.625168089,-1.183571802,-0.21057533,-0.474744271
C5orf24,-0.283195448,0.002909927,0.041036682,-0.089612871,0.720970224,0.481193771
C5orf30,0.076698595,0.598869452,0.115801023,0.229142663,-0.274946044,0.096978696
C5orf34,-0.132802663,0.735964368,0.025983143,-0.210292704,0.289301259,-0.05204805
C5orf38,-0.321002988,0.033835319,0.172036322,0.35418092,1.260715715,0.624228501
C5orf42,-0.891858085,0.214410639,-0.09541026,-0.752467851,-0.94472044,-0.078725837
C5orf46,0.616707604,0.093836514,0.004117031,0.422436539,0.750589866,0.19403844
C5orf47,0.266314996,-0.151318999,-0.185902364,0.163308309,0.149729795,0.660517298
C5orf49,0.356508965,0.333274993,-0.355754175,-0.18938677,-0.414595367,-0.30374712
C5orf51,0.54803606,0.273602397,-0.250194571,0.07810071,0.169508751,0.499294797
C5orf52,0.053704504,0.318489053,0.375957582,0.367462527,0.637022979,-0.079807071
C5orf63,-0.145995978,0.208916739,0.204628827,-0.130265717,-0.597795833,-0.215052981
C5orf64,0.943384292,-0.10269201,0.119463883,0.261386975,0.416687762,0.0051289
C5orf66,0.258381135,0.261335141,-0.188769705,-0.008235077,0.468527022,1.101552887
C5orf67,-0.150485841,0.115213732,0.652137754,0.047890066,-0.155015399,-0.008596627
C6,-0.391105962,-0.028520675,-0.822125945,-0.423503293,0.018700478,0.625866888
C6orf10,0.200530002,0.157858698,0.085783639,0.359584827,0.326500543,0.12427169
C6orf106,0.492192758,0.654512699,0.07521829,-0.237640169,-0.295202804,0.067714379
C6orf118,0.195077969,-0.180887432,-0.463843653,-0.296135412,0.216125703,-0.611199597
C6orf120,0.381376359,0.440598594,0.074332741,0.623571427,-0.443508016,-0.284241326
C6orf132,0.786541004,0.375896892,0.233526581,0.308783344,-0.484230142,0.476119541
C6orf136,0.067674047,-0.31105367,-0.274415142,-0.38936626,0.11204372,0.059204111
C6orf141,0.093356838,0.352383398,-0.231709414,-0.015031267,0.775225184,0.270087239
C6orf15,0.478187416,0.041419133,0.063081628,-0.026967391,-0.127146563,0.054725343
C6orf163,0.249347114,0.534012851,0.289672882,0.370765291,0.069651728,-0.092804516
C6orf201,0.154620296,-0.415072379,-0.301763496,0.02547386,0.644881237,0.684634884
C6orf203,-1.072816277,0.174638081,-0.077838876,0.331968428,-0.052215961,0.433130664
C6orf222,0.972861454,-0.481344691,-0.073838231,0.294979087,0.200882643,-0.638924298
C6orf223,0.389049185,0.069854336,0.713777693,0.38637908,0.418099429,-0.468021179
C6orf226,0.696838555,0.298244808,-0.004737663,-0.010441547,0.757493257,-0.792541263
C6orf229,0.043913541,0.248637665,0.139113783,-0.175609023,-0.254006282,0.034923697
C6orf47,0.437456822,0.005321628,-0.370760985,0.243885695,0.067201353,-0.271693734
C6orf48,0.089904536,-0.076271476,-0.085396115,0.247976716,-0.595365308,0.296685483
C6orf52,-0.014442088,0.041978283,-0.548379415,-0.146496092,-0.237311859,-0.645781943
C6orf58,-0.632919855,0.600957856,-0.060660172,-0.180593819,0.21106547,-0.259239049
C6orf62,-0.513385722,-1.273515257,-0.79458237,-0.854031877,-0.349144657,0.139054285
C6orf89,0.281834902,0.038976557,0.00706574,0.414158851,0.097317394,0.205977632
C6orf99,0.39617837,0.015475037,0.195204533,-0.04178708,-0.137154395,0.649828584
C7,0.043076729,0.609879191,0.047687964,0.259244679,-0.06501682,-0.22979197
C7orf25,-0.499938872,0.344025507,0.099253143,0.153508408,-0.598007608,0.01239767
C7orf26,-0.674872691,-3.300536007,-3.005905849,-2.787790385,0.000489608,-0.280841431
C7orf31,-0.138827929,-0.081724495,-0.179164263,0.218788314,-0.384471469,0.054216059
C7orf33,-0.293606875,-1.474169298,-0.890867928,-1.333889031,0.080254515,-0.521345334
C7orf34,0.520936264,-0.853312898,-0.253889415,-1.132785657,0.701282001,0.368800557
C7orf43,0.488516656,-1.674176364,-1.092034677,-0.912270322,-0.118515484,0.452283625
C7orf49,0.910166293,-0.496920789,-0.878137576,-0.693312353,-0.363176536,-0.294278644
C7orf50,0.853355962,-0.007894334,0.154951509,-0.089263365,0.444347564,0.236294464
C7orf55-LUC7L2,0.846968363,-3.462983906,-3.217633856,-2.207542812,-0.110876879,-0.259316617
C7orf57,0.725577631,0.252901321,-0.082395505,0.428047173,0.163083822,-0.511235875
C7orf61,0.157674563,-1.348448709,-0.939512315,-1.073572599,0.191524674,0.568702501
C7orf65,-0.481075122,-0.152063169,0.167454812,0.359114609,-0.198691243,0.173523543
C7orf66,-0.093504263,0.112236889,-0.080365534,-0.288461011,0.050036068,0.612274172
C7orf69,0.305627719,-0.213395571,0.363343001,0.242227375,-0.40903745,-0.417601706
C7orf71,-0.256025587,-0.284362357,-0.450166298,-0.336044162,-0.11435164,-0.203963557
C7orf72,0.052038475,0.28280987,-0.255697928,-0.075261286,-0.053596021,0.236603488
C7orf73,0.087274643,-0.194287952,-0.56652717,-0.732968737,0.031253308,0.067511315
C7orf76,-0.128301568,-0.298602495,-0.190588793,-0.799093624,-0.72930577,-0.078698655
C7orf77,0.059717288,-0.449371295,-0.677436326,-0.119028241,0.093442914,-0.329753234
C8A,-0.299084327,0.423223462,-0.232846746,0.072148968,0.006153094,-0.319413277
C8B,-0.169959616,-0.133604359,0.06008997,-0.071702223,0.642988547,0.367820143
C8G,0.161429518,-0.639393685,-0.128295858,-0.085121065,-0.032327335,-0.280327087
C8orf22,0.698257241,0.166827018,0.314538866,0.757304206,0.837456994,0.283054954
C8orf31,0.021941563,-0.606955439,0.02892843,-0.024184823,-0.325276635,0.250054169
C8orf33,-0.525009267,-0.694231294,-1.106915048,-0.900198726,-0.006243984,0.328661383
C8orf34,0.256512462,-0.346368237,0.025651812,0.104852301,-0.09978946,0.696690097
C8orf37,0.057525487,-0.063547075,0.149684226,-0.375883928,-0.009105505,-0.609450142
C8orf4,0.40514707,-0.083311069,0.134155322,-0.070321038,0.391673209,0.260884761
C8orf44-SGK3,0.539767794,-0.226178793,0.044406554,0.037314584,-0.226730872,0.024523625
C8orf46,-0.199173572,-0.127647724,0.167476495,0.075806797,-0.102081892,-0.379990845
C8orf48,-0.027126526,0.088971415,0.123886364,0.415322985,-0.001359833,-0.590682149
C8orf58,-0.285621549,0.044928571,0.385778875,-0.257071432,0.411485848,0.473908002
C8orf59,-0.18970244,-0.004459358,0.116079378,-0.443023662,0.337460898,-0.518856928
C8orf74,0.061599602,0.172505938,-0.031288784,-0.097067762,-0.030287174,-0.371735097
C8orf76,-0.665699484,-0.00474482,-0.432474954,0.056873257,0.416646359,0.69738612
C8orf82,0.099203086,-0.526901935,-0.361621787,-0.461259692,0.172815739,0.545884165
C8orf86,-0.029050359,-0.006206537,-0.008763499,0.339122931,-0.175541712,-0.341536887
C8orf87,-0.193415782,0.053389853,-0.074755093,0.104609419,0.446494629,-0.652594712
C8orf88,0.387383901,-0.36022248,0.553143901,0.54649811,-0.394810959,-0.447012109
C8orf89,-0.132928942,-0.192624067,-0.337003225,0.297154476,0.060928395,-0.008687264
C9,-0.137716899,0.042556593,-0.308041974,-0.278801072,-1.192265139,-0.403757121
C9orf106,-0.133456197,-0.590007781,-0.492089464,-0.515622664,0.112054587,0.440618
C9orf116,-0.409812199,-0.026014622,-0.430862956,-0.416568418,0.26522416,-0.576177759
C9orf129,0.193738424,0.235904338,0.273899128,0.123809039,0.115339567,-0.342878866
C9orf131,-0.038270227,-0.329074181,-0.495927483,-0.360321236,0.173343816,0.462037824
C9orf135,0.164862505,-0.802741576,-0.759935109,-0.697753163,-0.213633296,0.215085794
C9orf139,-0.234916383,-0.016336137,-0.099961078,-0.508588599,-0.019471397,0.090599399
C9orf142,0.764108368,-0.738736906,-0.078020432,-0.292329661,0.11725403,-0.125734023
C9orf152,0.249568506,-0.11528495,-0.239496445,-0.411425303,-0.433036929,-0.310608653
C9orf153,0.582929013,-0.063753008,-0.711872177,0.239998647,0.452971708,-0.099847024
C9orf16,-0.565726807,-0.255722901,-0.952667364,-1.091598821,-0.195472606,0.412750993
C9orf163,-0.021967436,-0.549175356,-0.123226589,-0.518114882,0.141301355,-0.064477904
C9orf170,-0.810584045,-0.475751831,-0.059243299,-0.098277406,-0.048221073,0.093675533
C9orf172,-0.047430094,-0.050093652,0.094646273,-0.033382826,0.681960123,1.004939855
C9orf24,-0.409940672,-0.893783242,-0.2251996,-0.887122706,0.413046911,-0.055756745
C9orf3,0.348821037,-0.05885089,-0.057591514,-0.254276966,-0.171744915,-0.187704053
C9orf40,-0.690391727,-1.671650095,-1.512630527,-1.763793316,-0.422461381,0.463677495
C9orf43,-0.605340674,-0.655700018,-0.637427455,-0.910013571,-0.700147903,-0.090743769
C9orf47,0.306415646,-0.293929761,-0.915989738,-0.236545739,-0.143429551,-0.486801187
C9orf50,-0.363837631,-0.645354419,-0.519132824,-0.913166845,0.256255543,-0.48541974
C9orf57,0.117248159,-0.240089111,-0.652278993,-0.344302647,-0.100952837,-0.480590365
C9orf62,-0.304638134,-0.183204848,-0.56027372,-0.183077705,0.024828741,-0.304311079
C9orf64,-0.178972932,-0.571255016,-0.170649204,-0.323564285,0.101911678,0.417598934
C9orf66,-0.164707616,-0.510489102,0.270747362,-0.299092961,0.214694117,0.418952669
C9orf72,0.411481207,-0.274171761,0.447491035,0.230610053,0.273561324,0.299293556
C9orf78,-0.866345996,-0.582472448,-0.443229426,-0.403695574,0.454936852,0.154303215
C9orf84,-0.491854149,-0.186296438,-0.365008118,-1.093768689,0.635940471,0.42395057
C9orf85,0.232623188,-0.042307195,0.182799499,-0.198404637,-0.281181634,0.241078713
C9orf92,-0.793799867,-0.20723381,-0.228881445,0.051490291,-0.112082054,-0.082837271
CA1,-0.147556408,0.476099653,-0.62115179,0.385601865,0.285024817,1.302852594
CA10,0.507019037,-0.199416565,-3.47E-05,0.407834525,-0.632845221,0.292844213
CA11,-0.036547895,0.287372785,-0.112875382,-0.115268007,-0.260939133,0.005083784
CA12,0.473162043,0.102210417,-0.130643695,-0.57918365,-0.501732014,0.092020264
CA13,-0.549749778,-0.010219494,0.121725492,-0.289440951,-0.408539635,-0.350457594
CA14,-0.143322396,0.257652638,-0.136103757,-0.156568186,0.559605593,0.861923701
CA2,-0.153601634,0.299186987,0.160385082,0.040226315,-0.243653485,-0.255534676
CA3,-0.289361454,0.020813162,0.118442783,0.32289243,-0.277686759,0.214011629
CA4,-0.136168821,-0.177863685,-0.296949714,-0.157663586,0.433053569,-0.285203991
CA5A,-0.002694965,0.117941802,-0.185666543,-0.642826157,0.143628383,-0.369583622
CA5B,-0.49299858,0.238267424,-0.100807596,-0.664893896,0.448568659,-0.081165876
CA6,0.255009147,-0.319866562,0.487002983,-0.038806731,-0.260240196,0.135105092
CA7,-0.289798164,0.188286955,0.217488834,0.197326118,0.731390867,0.752461633
CA8,0.254838774,-0.184829354,0.578288143,0.04313702,-0.327610307,-0.115658747
CA9,-0.996972673,-1.116798615,-0.601646359,-0.924884424,-0.017488899,-0.50680402
CAAP1,-0.336330821,0.446223957,-0.009071321,0.281940136,-0.110268193,-0.597046283
CAB39,-2.994914093,2.100851689,2.614149104,0.658416953,0.085328308,-0.313161904
CABIN1,-4.125813013,-2.063219701,-3.351328828,-2.745796839,0.294016609,0.080167688
CABLES1,0.151788337,0.19002796,0.356603885,-0.240790861,0.501143816,0.362190268
