genes,APC1320ko,RKO_CM,RKO_RSPO1mut_CM,WTko,APC1320_CRISPRa,WT_CRISPRa
PDE6B,1.011727893,0.088334585,-0.372643291,-0.162575345,-0.064107027,0.011663078
PDE6C,0.471459347,0.149924752,0.104699151,-0.274038329,0.197940097,-0.743749622
PDE6D,-0.154024205,0.425828584,-0.244959499,-0.406611537,-0.075380577,0.123316278
PDE6G,-7.66E-05,-0.286942472,-0.19806563,0.449523456,-0.535541389,-0.596429322
PDE6H,-0.250176646,-0.031345793,-0.156429879,-0.26909468,0.33774803,-0.291370944
PDE7A,0.479583049,-0.934201434,-0.526455913,-0.661684984,-0.171063962,0.459845314
PDE7B,-0.438226402,-0.245398385,-0.544506924,-0.448582121,0.841694079,0.641567626
PDE8A,0.062163876,-0.099419778,0.316602987,-0.646359732,0.03230626,0.059834895
PDE8B,0.008416424,-0.027957058,0.215531438,0.523822007,0.11893465,-0.09232213
PDE9A,0.828154881,-0.593318322,-0.417840678,-0.505727609,-0.806278511,-0.298080911
PDF,0.510097178,-0.027989176,-0.336183533,-0.238912947,-0.220120555,-0.457436281
PDGFA,-0.625093257,-0.045502135,-0.030864125,-0.106484195,-0.781145932,0.030681493
PDGFB,0.737482505,0.400148707,-0.022018297,0.045917131,-0.128834527,-0.260941534
PDGFC,-0.40733026,0.060706406,-0.2924301,0.053163188,-0.326342389,-1.053141578
PDGFD,0.169925864,0.107378497,0.476923219,0.549921501,-0.416190207,0.231794853
PDGFRB,-0.499966304,-0.011328876,-0.451795958,0.369224389,0.036982059,-0.05986848
PDGFRL,0.331602967,-0.175824876,0.303945566,0.491184122,0.261618134,0.0128993
PDHA1,-1.044425113,-0.693015683,0.512460455,0.115212866,-0.626141425,0.127174185
PDHA2,0.025019031,0.17481284,0.195092914,0.218683871,0.450287458,0.708039453
PDHB,-1.488885127,-0.326078477,0.507441377,0.515825382,0.221546665,-0.012647891
PDHX,-0.096269531,0.153028888,0.144657339,0.50104699,0.44780743,0.50341459
PDIA2,-0.318198086,-1.03763227,-0.491378815,0.11991368,-0.466894914,-1.181095206
PDIA3,-0.162652721,0.030879899,0.533312336,0.679385318,-0.327984691,-0.181060904
PDIA4,0.432825614,-0.355805456,0.3471552,-1.053719944,0.044241593,-0.320988498
PDIA5,0.357461534,0.733354121,0.140925329,0.465842075,-0.359279729,0.182105843
PDIA6,1.243482409,1.599070788,0.792934626,1.301219971,0.363696141,-0.031562465
PDIK1L,0.491246204,0.074041474,0.097546606,0.50738958,-0.003007866,0.160599199
PDILT,0.015097099,-0.045939033,-0.239779741,-0.42518608,1.117169711,0.041838294
PDK1,0.537203732,0.269180749,0.11940054,0.142748178,-0.502130706,-0.270407996
PDK2,0.340422041,-0.059160522,0.459331558,0.795882067,0.28676234,-0.062484836
PDK3,-0.055917342,0.087347812,0.054574745,0.056053867,0.004721318,0.271010349
PDK4,0.145197466,-0.314417116,0.089516454,-0.430201497,0.402658346,-0.292239632
PDLIM1,-0.919235275,-0.018140577,-0.235739322,-0.487420512,-0.355336743,-0.279825221
PDLIM2,-0.476873856,-0.381910152,0.187052555,-0.110537077,-0.253109346,0.618955252
PDLIM3,0.238979208,0.138392189,-0.119301745,-0.114022321,-0.790060576,-0.558568183
PDLIM4,-0.280039798,-0.037778493,0.127328714,0.011551343,0.398058457,0.404535639
PDLIM5,0.191744374,0.117341749,0.156222723,0.015894736,-0.578345797,-1.170845045
PDLIM7,0.376037244,-0.013130278,0.525269007,-0.38908887,-0.288357074,-0.41352992
PDP1,-0.683107166,0.369108035,-0.11356098,0.401610046,-0.067568919,0.508113206
PDP2,0.020110711,0.02060307,-0.019550252,0.3385098,-0.237932913,-0.431317866
PDPK1,-3.303354151,1.278978458,1.24272326,1.400334172,0.023246842,0.378997197
PDPN,-0.403963037,0.080681618,-0.107416963,0.010896323,0.012853125,-0.188412051
PDPR,0.798082512,-0.565484464,-0.793473241,0.232674926,-0.741435128,-0.936493775
PDRG1,-0.254107589,-0.512805956,0.469334617,0.552729894,-0.649149218,0.240259347
PDS5A,-1.383624633,-0.807737244,-0.651028979,-0.860913272,-0.119651604,0.310829114
PDS5B,-2.306648775,-1.293231756,-1.414023737,-1.055080934,0.622378202,0.218018876
PDSS1,-0.068830978,0.436732343,-0.302255439,-0.107747592,-0.370266625,-0.693020621
PDSS2,-0.961020065,0.646045273,-0.021329555,0.099791556,-0.749457699,-0.542866557
PDX1,0.059847787,0.031470345,0.30086757,0.09021196,0.086442569,0.117727339
PDXDC1,0.001927354,0.674646651,0.060956956,0.360158067,0.202675629,-0.221502646
PDXK,0.119710313,0.211388278,-0.210554059,-0.115571547,-0.113625915,0.19031022
PDXP,-0.063138524,-0.012468351,-0.415585504,-0.310099586,0.341089365,0.45393569
PDYN,0.651781054,0.189820592,0.369006876,-0.349111634,0.381166642,0.091378783
PDZD11,-0.325707234,0.451340629,0.1076638,0.680971159,0.771671647,-0.543068856
PDZD2,-0.535429792,-0.17624384,-0.750604517,-0.194475033,-0.301387852,0.019965036
PDZD3,0.270208258,0.356130364,0.159005951,0.507710096,0.32235833,0.374225305
PDZD4,0.524609235,0.45534785,0.336831359,0.324822313,-0.405925992,-0.236952228
PDZD7,-0.807495309,0.291450355,0.031066806,-0.536780501,-0.521233424,-0.171524652
PDZD8,1.093246908,0.984007802,0.564117929,0.361519206,-0.205900425,0.250600219
PDZD9,-0.300081791,-0.126568753,0.160809765,0.173555338,-0.457698094,-0.102576779
PDZK1,0.009274526,0.086312128,0.306887655,-0.382767236,-0.771510138,-0.409889256
PDZK1IP1,-0.418140666,0.085191434,0.017158174,0.062329515,-0.161020718,-0.17932209
PDZRN3,0.057113719,0.183313176,0.872242804,0.199225038,-0.277736545,-0.612219604
PDZRN4,0.238113442,0.23652955,-0.171848809,0.765985584,0.214611464,-0.009027556
PEA15,3.246209776,-0.60033474,0.719298155,1.145226912,-0.369571447,-0.202122343
PEAK1,-0.381068906,0.254544413,-0.556917256,0.03492405,0.423796938,0.604487996
PEAR1,0.113261595,0.255910735,0.099497923,0.187753302,0.108961285,-0.091271272
PEBP1,-0.01656015,-0.093048198,-0.275610254,-0.18501227,0.226203686,-0.484072935
PEBP4,-0.244089624,0.126171569,0.269538781,0.205221539,0.795458146,0.642193639
PECAM1,0.485030288,-0.071443489,-0.252813783,0.307697892,-0.289242644,-0.579674257
PECR,-0.03783772,0.402004501,0.634850042,0.382238604,0.161696738,0.404517528
PEF1,-0.017353523,0.69462806,0.599313191,0.034139071,0.102285402,-0.008220393
PEG10,-0.331247704,-0.335529649,0.015447687,-1.043177144,0.333902427,0.364158246
PELI1,0.041071374,-0.34263473,-0.250172374,-0.555657295,0.03488584,-0.805902025
PELI2,0.469293315,-0.141398415,-0.312690322,-0.644178354,-0.412437135,0.327998569
PELI3,-0.34784699,0.067575133,-0.095200425,0.330963597,0.171614326,0.2828849
PELO,-0.492630706,1.43075551,2.433458064,3.979888145,-0.10456377,0.252618539
PELP1,0.457374733,0.579055462,0.272643933,0.99312669,-0.047183719,-0.578183591
PEMT,-0.232766396,-0.28095665,-0.11986096,-0.167319888,-0.174170697,-0.399676964
PENK,0.665734239,0.418969791,0.470387068,0.56586765,-0.188684936,0.817271856
PEPD,-0.374286418,-0.481451652,-0.417752113,-0.223740323,-0.653682341,-0.429843977
PER1,0.392302053,-0.337243346,-0.086407099,-0.145316896,0.164840569,-1.092446099
PER2,0.497623996,0.032949703,0.442466099,-0.170828704,-0.290431609,-0.514051536
PER3,0.141998565,0.505760667,0.418579172,0.971442789,-0.862449022,-0.687668922
PERM1,-0.471018392,0.00327532,-0.439482143,-0.108228159,0.639088692,0.202507235
PERP,0.138171356,0.567757119,0.871180131,0.114574076,0.096633333,0.12333839
PES1,-0.90002758,1.151314487,0.704975762,0.503069311,-0.011428207,0.194657965
PET100,-0.187238549,0.099813391,-0.02686342,-0.040434567,-0.48520479,-0.951659113
PET117,-0.267123271,0.349975496,0.247743194,-0.512278199,-0.188406755,0.103848642
PEX1,0.769496298,-0.927112619,-0.225728975,0.02881381,-1.066631014,0.518747378
PEX10,0.837172463,0.085603694,0.328148823,0.163867664,0.1604649,0.067289257
PEX11A,-0.438420793,0.335648015,0.203460975,0.233805261,0.06239043,-0.63430928
PEX11B,0.125926618,-0.117967595,0.463771976,-0.223497763,0.551539147,0.050066163
PEX11G,0.414836878,-0.340073252,-0.357153059,0.521306339,-0.190962503,-0.065471051
PEX12,1.269005841,0.235436851,0.886608872,0.58929036,-0.686582369,-0.559755174
PEX13,0.92316709,0.366483095,0.105712692,1.007213154,-0.848179894,0.419150266
PEX14,0.256510435,-0.074983194,0.518487534,0.466627827,0.304194019,0.328454934
PEX16,0.437804028,-0.101949284,0.495765523,0.066483825,0.304529382,0.129213812
PEX2,0.251764901,0.303874619,0.167137871,0.108165851,-0.069990558,0.784424999
PEX26,1.190402873,-0.46181954,0.224085552,0.784571406,0.235281486,-0.454793603
PEX3,0.231160286,-0.019514506,0.591813009,0.698809972,0.239346986,-0.464633765
PEX5,0.44439543,-0.842265397,0.383245772,0.566796275,0.335174182,0.481142063
PEX5L,0.13995843,-0.172331811,-0.244531586,-0.06127918,0.825845607,0.080331801
PEX6,0.794022645,0.411478071,0.708894346,0.595226985,0.09746726,-0.349621304
PEX7,-0.189187727,0.572680961,0.492386838,1.242375626,0.193094727,-0.357161026
PF4,0.217479512,0.169064475,0.260903422,0.627485212,0.24924627,-0.016506786
PF4V1,-0.779079476,0.145504479,0.148415329,0.1807436,0.552299217,0.41601614
PFAS,-2.205191634,-0.398379674,-0.539634313,-0.356206109,-0.270584428,-0.248597163
PFDN1,0.043111632,0.712256894,-0.329736202,0.345261174,-0.272229114,-0.231891982
PFDN2,0.70794174,1.010805697,0.208886517,1.12041752,-0.309678874,-0.686480308
PFDN4,0.269507009,-0.093814805,0.121871226,-0.094997116,-0.72527779,-0.103893524
PFDN5,0.950101051,0.034301412,-0.026023415,0.079835957,0.177037674,0.146687342
PFDN6,0.599760323,-0.051174977,-0.103287467,0.158095378,-0.281965364,-0.455861468
PFKFB1,0.169464698,0.009982055,-0.043538664,0.203308682,0.482856803,0.279580098
PFKFB2,0.05433509,0.283947549,-0.065612281,0.150574478,-0.695098769,-0.181796727
PFKFB3,-0.596611699,0.613912201,0.55563494,0.078411685,0.270810596,0.074956057
PFKFB4,0.460512684,0.507295661,0.26027471,0.322749152,-0.324127739,-0.586052417
PFKL,0.179794128,-0.73075798,-0.16852767,-0.86988041,0.231473841,-0.405135322
PFKM,-1.137734304,0.96728135,1.084673904,0.808740155,0.181862624,-0.005844472
PFKP,0.227492259,-0.447649604,0.087558017,-0.248913159,-0.167499099,-0.320961329
PFN1,-0.259208191,0.053674827,0.354224679,-0.951867026,0.04980707,0.220482385
PFN2,0.08121505,0.382313585,-0.124390119,-0.111435822,-0.051204243,-0.389896639
PFN3,0.395542638,1.061034555,0.587078508,0.319582796,-0.270063964,-0.434479571
PFN4,0.13670352,0.541144287,0.082612454,0.15562125,-0.85767201,-0.841136539
PGA3,-0.006804465,0.234136047,-0.082706664,-0.648525019,0.327757597,0.179373598
PGA4,0.120965558,0.649045262,-0.535904841,-0.300071476,0.21490917,0.583199094
PGAM1,-2.977432459,-0.733915276,-2.413823165,-2.294855513,0.138107705,0.115351846
PGAM2,-0.678281466,-0.23838179,-0.178140658,0.089404233,0.309784777,-0.222906828
PGAM4,-0.496173499,-0.45771026,-0.030991735,-0.495725853,0.257880647,0.600778496
PGAM5,-1.157612945,-0.754920612,-0.680447386,-0.38143367,0.085304954,-0.598316117
PGAP1,0.056602243,-0.613161881,-0.484507408,0.522350692,0.017674717,-0.310602471
PGAP2,-0.875355941,-0.566487909,-0.313709411,-0.250549213,0.719580737,0.306796887
PGAP3,0.189502054,0.032041878,-0.008193603,0.265814874,-0.027184938,-0.438637706
PGBD1,-0.696555089,-0.227130297,-0.095919642,0.909445016,0.353773173,0.17698318
PGBD2,-0.398878291,-0.530791113,0.050147269,-0.361086506,0.197285382,0.057527059
PGBD3,-0.411401712,-0.00872035,-0.703331129,-0.588619373,-0.392390594,0.046479973
PGBD4,0.173076391,0.027591241,0.256620403,-0.090548598,0.340407578,1.03547501
PGBD5,0.063105548,0.438996747,-0.245014608,-0.690630605,0.007651298,0.338580278
PGC,0.439916752,0.40858209,0.180877769,0.207084255,0.416781778,-0.190814852
PGD,-1.035820191,-0.016319215,0.60084553,1.207802992,0.594544107,-0.205975884
PGF,0.279189358,0.17215991,-0.495868326,-0.342272862,0.358481393,-0.282955587
PGGT1B,-0.205695708,-2.039824544,-2.380189366,-2.059409458,0.234816164,-0.682857599
PGK1,-3.080816481,0.155153187,-1.246090363,-1.27034027,-1.251728524,-1.229754695
PGK2,0.130228298,0.227448459,0.192941219,0.144028838,-0.527710262,0.255141302
PGLS,-1.48771541,0.263772218,0.190852958,0.376976877,0.606790226,-0.253645983
PGLYRP1,0.41113537,-0.095139196,-0.038938842,-0.096733501,-0.152528097,0.450274311
PGLYRP2,0.323694735,0.130203125,0.234564276,-0.065945523,0.768486871,0.267009503
PGLYRP3,0.519962463,0.487629022,0.076809517,-0.195440518,0.194658254,0.454207726
PGLYRP4,-0.217020091,0.404899408,-0.104256676,0.199281994,0.322561773,0.291504097
PGM1,-0.021269656,0.52069908,-0.151210056,0.078079569,-0.611975298,-0.918277455
PGM2,-0.202450408,0.184520651,-0.089819374,-0.317032585,-0.105188662,-0.326934444
PGM2L1,0.27206447,-0.124369035,0.219162291,0.020129404,-0.346613201,-0.520890426
PGM3,0.199885989,2.671308937,3.567660289,2.123819053,0.364230949,0.329305533
PGM5,-0.246827699,-2.074510441,-1.91668353,-1.647475549,0.433952969,0.664710815
PGP,-2.357806209,-0.253116811,-0.546689045,-1.12348415,-0.277900661,-0.396325901
PGPEP1,-0.689632676,0.080519545,-0.06282666,0.279472098,-0.28854395,-0.168967548
PGPEP1L,0.127346794,-0.029759725,-0.134816502,0.161299194,-0.010683011,0.185119369
PGR,-0.606668345,-0.247536326,0.272785002,-1.003097557,-0.626620881,-0.643011308
PGRMC1,0.740374541,1.13072103,0.952775756,0.347365928,-0.768042392,-0.347414202
PGRMC2,0.933803948,1.094870355,0.8636377,0.916788877,-0.048897474,0.040260063
PGS1,0.423078401,0.534446861,2.47078018,1.367527984,-1.317927294,-0.519110985
PHACTR1,0.697322906,-0.191161213,0.376437008,-0.812537346,-0.034119877,0.654804441
PHACTR2,-0.430381984,0.266608786,0.559852792,-0.289277808,-0.060748192,0.097839524
PHACTR3,0.101206106,-0.607070251,0.103522667,-0.478880467,0.339346033,-0.224297347
PHACTR4,-0.316617796,0.081624059,0.076367682,0.292125865,-0.029481255,-0.083012796
PHAX,0.644618648,-0.935490242,-1.61326133,-0.636992345,0.422981623,0.539547671
PHB,-0.613686298,0.884878561,2.513736637,1.4185398,-0.502606528,-0.332953409
PHB2,-0.187003212,0.725029094,1.472548865,1.037052949,-0.790353923,-0.085587426
PHC1,-0.910132565,-0.222473095,-0.086901544,-0.893664559,0.060113907,0.396832055
PHC2,-1.609804458,-0.916342065,-1.197162182,-0.234460194,-0.151490539,-0.29404705
PHC3,0.446024398,0.410063187,0.717700902,0.369377141,-0.308634204,-0.021405106
PHEX,0.492833986,-0.325093823,-0.287069335,-0.324589187,-0.256367969,-0.051444259
PHF1,-0.206379902,0.325039069,-0.219611227,-0.446241028,0.557227683,0.563897943
PHF10,-0.693486083,-0.365492768,-0.770841897,-0.070630941,-0.0678622,0.391010615
PHF11,0.179060363,-0.245330312,-0.240069639,0.047896193,-0.177625537,0.451120641
PHF12,-0.844915251,0.801541896,-0.508110491,-0.598153324,0.463516404,0.058552396
PHF13,-0.682263547,0.241734482,-0.001993953,-0.4357209,0.230073103,0.535186038
PHF14,-0.952658002,-1.257323475,-1.59937302,-1.753979197,0.153576799,0.105669289
PHF19,-0.596821914,-0.066116423,-0.274674318,0.048894757,0.139904798,-0.102794824
PHF2,0.964911801,-0.095247894,-0.255640935,0.23312801,-0.099068507,-0.445863216
PHF20,-0.225223328,0.137698908,-0.035246443,0.839976994,0.299870249,0.23422706
PHF20L1,1.444229315,0.271182186,0.52964924,0.909349295,0.312372154,-0.191047392
PHF21A,0.769549811,0.273848956,0.482264316,-0.212300236,0.450841563,-0.320307212
PHF21B,-0.006769288,0.522782048,0.043169877,-0.166416352,-0.761485817,0.312275813
PHF23,0.810977177,-1.193467209,-0.171625998,0.617200459,-0.143305394,-0.45937437
PHF3,1.568408501,0.769535333,1.045453026,1.182180772,0.455584309,1.300756062
PHF5A,-0.277217555,-1.277556636,-0.65050649,-0.463594117,0.164647812,-0.197399843
PHF6,-0.822688482,-1.980435091,-3.244617896,-2.959795272,0.635851858,0.312501914
PHF7,0.284259717,0.419323989,0.396312122,0.075676101,-0.988653153,-0.388724573
PHF8,-2.708744122,-2.087805211,-2.041015371,-1.721325969,0.379867656,0.547095915
PHGDH,-0.561030948,0.360733731,-0.173168005,-0.087688232,-0.448391118,-0.725223718
PHGR1,-0.138770124,-0.106030033,0.065338825,-0.269930071,0.576580163,-0.319677149
PHIP,-1.371738861,-1.286909851,-1.714584701,-2.331696252,-0.281885862,-0.597258472
PHKA1,-0.111581268,0.228831872,0.364546625,-0.208751603,0.053755123,-0.229556046
PHKA2,-0.113717184,-0.352746594,-0.481597592,-0.243486118,-0.231688454,-0.154118043
PHKB,0.938028059,0.645651399,0.060774563,0.452228392,0.012810603,0.428033512
PHKG1,0.129587907,-0.034863449,-0.755796507,-1.030279658,-0.182427666,0.233010781
PHKG2,-0.038243496,0.648546659,0.615012881,0.269379598,0.735517174,0.586316853
PHLDA1,1.151609994,0.884447246,0.689034594,0.97693025,0.268348922,0.187174354
PHLDA2,-0.087033747,-0.096939106,-0.054499085,0.128999365,-0.159773156,0.195977081
PHLDA3,0.40889096,0.320160474,0.268508829,-0.342695754,-0.025465293,0.072212183
PHLDB1,-0.179287243,0.056307714,0.022572732,0.485000309,0.331395644,0.00211344
PHLDB2,0.102398927,-0.033742316,-0.585447756,-0.040509919,-0.002025053,-0.640947264
PHLDB3,0.299789775,0.426807237,-0.571952085,0.171431412,-0.205678899,-0.271424167
PHLPP1,-0.154881624,0.60187558,-0.006404979,0.359229784,0.380757222,-0.701045523
PHLPP2,-0.029330398,0.21424451,-0.132703788,-0.163201217,-0.432912399,-0.553407028
PHOSPHO1,-0.914595882,0.04353342,0.352013612,0.141134135,0.827680944,0.63810983
PHOSPHO2,-0.30518657,0.576319136,0.275973801,0.198314848,0.581745794,-0.050733552
PHOSPHO2-KLHL23,-0.074432942,0.617488533,-0.220780275,-0.395277465,0.872559516,-0.424219041
PHOX2A,0.348661523,0.366432202,0.539411538,-0.201756524,-0.307088022,-0.615111092
PHOX2B,-0.004233449,-0.221445605,0.28856411,-0.279228815,-0.20548835,-0.461258609
PHPT1,0.459155091,0.002280103,-0.586863185,0.059535607,0.769107517,-0.503260509
PHRF1,-0.870921066,-1.063436813,-1.13073449,-0.658534914,-0.357534771,-1.09543124
PHTF1,0.14432306,0.260322197,0.052607033,-0.521078069,0.092923687,-0.272570451
PHTF2,-1.09452179,-0.923428359,-1.509522173,-1.769011952,0.002256564,0.617071779
PHYH,0.072655344,-1.068847568,-0.304641075,-0.128084565,0.080848584,-0.507550143
PHYHD1,-0.831388294,-0.313466976,-0.440987221,-0.989460641,-0.09956706,0.518393462
PHYHIP,0.353385692,0.268690367,0.351708682,0.232755877,-0.069295884,-0.550250302
PHYHIPL,-0.342440409,0.289393572,-0.070892675,-0.669906568,0.003314637,-0.249149496
PHYKPL,0.871893058,-0.12964389,0.156979268,0.547054877,-0.564359113,-0.419947832
PI15,-0.769224239,-0.012412246,0.025562862,-0.265453267,-0.291078318,-0.11780095
PI16,0.376025653,0.328843336,0.357427677,0.193240825,0.479574451,1.09414653
PI3,0.406007504,0.011802545,0.152402717,-0.675930657,-0.680712193,-0.422604835
PI4K2A,-0.075465622,-0.57721347,-0.235292956,-0.307468388,-0.20049964,-0.066863378
PI4K2B,0.881505974,0.146233048,0.366049015,0.592823306,-0.075949006,0.347555472
PI4KA,1.38841496,-0.936237348,0.089862326,-0.275196236,0.672284573,0.879855509
PI4KB,-1.987746409,-5.369709864,-3.895530873,-3.202674567,0.507310039,0.460453321
PIANP,-0.114574753,-0.223261876,-0.394257718,-0.501041382,0.01816649,0.332380409
PIAS2,-0.04649625,0.786735675,0.623398647,0.922927404,-0.315655567,-0.467830153
PIAS3,-0.249512188,-0.004818392,0.160305788,-0.645184061,0.262184231,0.037263364
PIAS4,-0.32339517,1.031728589,0.772357162,0.1049195,0.131103945,-0.99758114
PIBF1,0.086046996,-0.500092904,0.020631388,-0.455040854,-0.138406271,0.130319253
PICALM,0.464263671,1.190280308,1.887574681,1.579530417,-0.365060309,-0.29526172
PICK1,-0.092310853,-0.666096999,0.103054339,-0.076701712,-0.384223221,-0.216014415
PID1,0.345113274,0.498075159,0.060777155,0.344201341,-0.19307538,0.580425543
PIDD1,-0.27434254,-0.596936147,-0.243688626,0.318260252,-0.111311315,-0.098795849
PIEZO1,-0.356563049,0.389057479,-0.269415931,-0.491719853,0.074650599,0.222749651
PIEZO2,0.230405652,-0.420189877,-0.017273184,-0.204963672,-0.317424971,-0.506754243
PIF1,-0.376891516,-0.06546728,0.023369954,0.130173039,0.048674637,0.39322764
PIFO,-0.000768968,0.13519889,-0.145485036,-0.924038371,0.22767439,-0.151587526
PIGA,-0.767011698,0.319853794,-0.398511345,0.144241251,0.084413099,0.381523016
PIGB,-0.095106329,0.833984526,0.860979802,-0.21941344,0.117491042,-0.360102604
PIGC,0.037972772,0.224449548,-0.222651727,0.306585859,-0.241528454,-0.162012404
PIGF,0.480913216,1.605537828,1.110759066,0.091401518,0.035869841,-0.267906565
PIGG,0.14181985,1.068455615,0.537345601,0.33276952,0.101263124,0.136924439
PIGH,0.013266749,0.447913324,0.119156839,-0.420262205,-0.296478147,-0.759353305
PIGK,0.112470889,1.081383515,0.902784514,0.122194612,0.055717246,-0.237348934
PIGL,0.15212487,-0.183253034,-0.378588795,0.444497489,0.023405237,-0.737479743
PIGM,-0.263855529,-0.048674406,0.333050631,-0.226912411,0.439955682,-0.142734945
PIGN,0.069060312,0.237339063,0.090119756,0.186400841,0.116728301,0.454748996
PIGO,0.325129377,0.56399832,0.106973343,-0.206781539,-0.204651192,0.502999482
PIGP,1.442237748,-0.202069241,0.084304946,0.334533458,-0.272239779,-0.230006712
PIGQ,-0.510542819,-0.513541369,-0.005268932,-0.659670639,0.498816052,0.735295541
PIGR,1.221318731,0.372968253,-0.308775183,0.356456019,0.494599296,0.911043095
PIGS,-0.318677371,1.46459989,-0.072658673,0.465165186,0.337523882,-0.158581007
PIGT,-0.495624888,1.517197665,1.215985941,0.43443294,-0.537575723,0.489866659
PIGU,-0.015026254,1.43637364,0.597421045,0.445499341,0.281891314,-0.140580518
PIGV,-0.430526497,1.164218418,0.868607294,0.300392734,-0.535964126,-0.647635115
PIGW,0.249672705,0.368644114,-0.777927331,0.45457913,0.350858133,0.103353113
PIGX,-0.550739326,0.083317999,0.148240155,0.000881382,-0.034894018,0.263548623
PIGZ,0.209734644,0.286276936,0.234291472,-0.521298369,-0.133205653,-0.261730956
PIH1D1,-1.327834519,0.57884723,0.89300836,0.382811576,-0.079216637,-0.509023372
PIH1D2,0.506366886,0.191632236,0.670607068,0.313503264,-0.520141271,-0.452393729
PIH1D3,0.340412432,0.224602327,0.182362774,-0.144305473,0.03236993,-0.46946505
PIK3AP1,-0.028926868,-0.261601997,-0.221624294,0.177088838,0.25549939,0.340149606
PIK3C2A,0.413382693,0.35913639,0.431644758,0.004573162,0.82528912,0.230167421
PIK3C2B,-0.134875607,0.225479182,0.196688605,-0.027473354,0.133014713,-0.619858408
PIK3C2G,-0.308038447,0.043140175,0.02136526,0.202293179,0.165540956,0.259644886
PIK3C3,-0.467513637,-0.565859798,1.217424353,0.888406773,-0.562951807,0.381315552
PIK3CA,-1.677954213,0.172645739,-0.488833548,0.197866567,-0.687371635,-0.162874205
PIK3CB,0.461919775,0.513548714,0.000103838,0.883126482,-0.488858577,-0.198272768
PIK3CD,0.219514745,-0.240827188,0.411452816,-0.430010138,0.057749174,0.375148929
PIK3CG,0.158602862,-0.512178741,-0.792240458,-0.618521134,-0.191149756,0.263110437
PIK3IP1,0.639429969,-0.551776933,-0.210345252,0.192062453,0.329351809,0.617345094
PIK3R1,0.129335562,-0.136173198,-0.384486906,-0.210840718,0.388281246,0.751958226
PIK3R2,-0.088186826,-0.264750435,-0.66803892,-0.220202154,0.077076336,-0.419090018
PIK3R3,0.152124778,0.419582482,-0.267766524,0.56323294,-0.101475949,-0.933261565
PIK3R4,-0.504836151,0.534958929,0.402299854,0.326897667,0.444235213,-0.122173411
PIK3R5,-0.302151182,-0.223670942,-0.052223554,0.508304462,0.022075983,-0.015014168
PIK3R6,-0.132648577,0.512664135,-0.022780742,-0.142629399,0.585564003,0.27970342
PIKFYVE,0.548984153,0.483241195,0.08805005,0.224328999,0.07456832,-0.437224394
PILRA,-0.249745208,-0.90997618,-1.080219746,-1.784646639,0.365582757,0.206289016
PILRB,-0.105489527,-1.233766022,-1.462303744,-1.278595813,0.394453087,0.714643944
PIM1,0.308069584,-0.091866537,-0.054562441,0.743616408,-0.438524386,-0.839693185
PIM2,0.099974901,0.239897759,0.130060864,1.235991416,-0.495648269,0.118152866
PIM3,0.038370159,0.6683384,0.562851978,0.052864293,0.532523137,0.207304119
PIN1,1.734505861,1.630960847,1.871020565,1.413375668,-0.238499238,0.235336944
PIN4,0.756562557,0.65976289,-0.064923272,0.357340704,-0.004893596,-0.239759708
PINK1,-0.316846418,0.150663042,0.092874706,0.31082121,0.586833429,0.340161083
PINLYP,0.107214992,-0.177710864,-0.130355028,0.410571138,0.526683258,0.285778617
PINX1,0.011345382,-0.283349009,-0.173043859,-0.284716925,-0.100770153,0.268385081
PIP,-0.004627093,-0.740606711,-0.997834232,-1.255390788,0.417728855,-0.531274089
PIP4K2A,-0.396485918,-0.407927135,-0.269796747,-0.087519759,0.481249779,-0.042801932
PIP4K2B,-0.419347103,0.194813167,-0.032009109,-0.23351741,0.622425473,0.285419307
PIP4K2C,0.205853127,0.099357622,-0.009432711,-0.534031219,0.317608242,-0.016339726
PIP5K1A,0.531647029,-0.363381458,-0.003142565,0.563511334,0.281021871,-0.431057757
PIP5K1B,-0.148775271,-0.715890145,-0.370863633,-0.604372329,0.457856014,0.39218497
PIP5K1C,0.705277364,0.343853845,-0.086442448,-0.051356575,-0.062386788,-0.01386764
PIP5KL1,-0.626509469,-0.315912796,-0.060809145,-0.233760449,-0.210815338,-0.509706724
PIPOX,0.103752632,0.376870486,0.247541359,0.545104104,-0.13570574,0.021187277
PIR,0.291044664,-0.238322797,-0.163150632,0.014507532,0.362144383,0.678173941
PIRT,0.325339737,0.418912371,-0.016315802,0.187411422,0.36812322,-0.257435913
PISD,0.234719924,0.438195649,1.442342369,1.838730976,0.129314076,-0.351214486
PITHD1,0.362806983,0.446143506,0.021848823,0.126416286,0.377476072,0.641876942
PITPNA,0.527591599,-0.231189324,-0.689059255,0.137827222,-0.185457647,-0.743520141
PITPNB,1.365281147,1.163735909,1.005918149,1.377157791,-0.240454323,0.223504959
PITPNC1,0.122519108,-0.694357459,-0.471870371,0.680076157,0.157328362,0.032370975
PITPNM1,0.475951289,0.715913434,0.483958259,0.115748985,-0.081755296,0.416552219
PITPNM2,-0.22304055,-0.256318765,-0.576842437,-0.534024977,-0.734331231,0.028409976
PITPNM3,-0.212374291,-0.307848878,-0.048703053,-0.063521592,0.255078173,-0.149341714
PITRM1,-0.652983789,0.123435367,-0.162782737,-0.408226226,-0.149378524,-0.512264059
